skill,category,normalized_skill,resume_match_weight,aliases,skill_type,parent_skill
HPLC GC UV FTIR Analysis,Domain-Specific / Other,Hplc Gc Uv Ftir Analysis,5,,hard,Domain-Specific / Other
HPLC GC UV FTIR CALIBRATION,Domain-Specific / Other,Hplc Gc Uv Ftir Calibration,5,,hard,Domain-Specific / Other
HPLC.,Domain-Specific / Other,Hplc.,5,,hard,Domain-Specific / Other
HR,HR & Recruitment,Hr,5,,hard,HR & Recruitment
HR Administration,HR & Recruitment,Hr Administration,5,,hard,HR & Recruitment
HR and Administration,HR & Recruitment,Hr And Administration,5,,hard,HR & Recruitment
Hr Related Works,HR & Recruitment,Hr Related Works,5,,hard,HR & Recruitment
HRMS,HR & Recruitment,Hrms,5,,hard,HR & Recruitment
HSBP,Domain-Specific / Other,Hsbp,5,,hard,Domain-Specific / Other
hsc,Domain-Specific / Other,Hsc,5,,hard,Domain-Specific / Other
HSE,Domain-Specific / Other,Hse,5,,hard,Domain-Specific / Other
HT,Domain-Specific / Other,Ht,5,,hard,Domain-Specific / Other
HTML,IT & Software,Html,5,,hard,IT & Software
Human resource,Domain-Specific / Other,Human Resource,5,,hard,Domain-Specific / Other
Human Resource Management,Domain-Specific / Other,Human Resource Management,5,,hard,Domain-Specific / Other
Human Resource Management Software,IT & Software,Human Resource Management Software,5,,hard,IT & Software
Human Skills,Domain-Specific / Other,Human Skills,5,,hard,Domain-Specific / Other
Husky GL300,Domain-Specific / Other,Husky Gl300,5,,hard,Domain-Specific / Other
HVAC,Domain-Specific / Other,Hvac,5,,hard,Domain-Specific / Other
Hydrant lines,Domain-Specific / Other,Hydrant Lines,5,,hard,Domain-Specific / Other
hydrogen production,Operations & Production,Hydrogen Production,5,,hard,Operations & Production
Hydrogenation,Domain-Specific / Other,Hydrogenation,5,,hard,Domain-Specific / Other
Hydrogenation. Experience of working in R&D and QC Department.,Design Skills,Hydrogenation. Experience Of Working In R&D And Qc Department.,5,,hard,Design Skills
hygiene,Domain-Specific / Other,Hygiene,5,,hard,Domain-Specific / Other
Hyperion,Domain-Specific / Other,Hyperion,5,,hard,Domain-Specific / Other
Hyperion ERP Systems,IT & Software,Hyperion Erp Systems,5,,hard,IT & Software
Hyperion Planning,Domain-Specific / Other,Hyperion Planning,5,,hard,Domain-Specific / Other
hyperion reporting,Domain-Specific / Other,Hyperion Reporting,5,,hard,Domain-Specific / Other
I Am Expert in Ethoxilation &Amp Manufactering Antioxident,Domain-Specific / Other,I Am Expert In Ethoxilation &Amp Manufactering Antioxident,5,,hard,Domain-Specific / Other
i am good work corogated 5ply 3ply plant my skill is production mantanencs and ppc and qc,Operations & Production,I Am Good Work Corogated 5Ply 3Ply Plant My Skill Is Production Mantanencs And Ppc And Qc,5,,hard,Operations & Production
I have 14 Plus Year experience in Accounts and Account Receivable.,Finance & Accounts,I Have 14 Plus Year Experience In Accounts And Account Receivable.,5,,hard,Finance & Accounts
i have above 3 year experiance.,Domain-Specific / Other,I Have Above 3 Year Experiance.,5,,hard,Domain-Specific / Other
i have knowledge by manpower handing dwm area & kaizen,Domain-Specific / Other,I Have Knowledge By Manpower Handing Dwm Area & Kaizen,5,,hard,Domain-Specific / Other
I take the privilege of offering my extensive skills and experience for this position. I am an expert in various analytical instruments including HPLC,Domain-Specific / Other,I Take The Privilege Of Offering My Extensive Skills And Experience For This Position. I Am An Expert In Various Analytical Instruments Including Hplc,5,,hard,Domain-Specific / Other
I would like to express my upmost interest in applying for the position of Manager Quality control,IT & Software,I Would Like To Express My Upmost Interest In Applying For The Position Of Manager Quality Control,5,,hard,IT & Software
I.D-F.D. fans,Domain-Specific / Other,I.D-F.D. Fans,5,,hard,Domain-Specific / Other
IATA,Domain-Specific / Other,Iata,5,,hard,Domain-Specific / Other
Iatf,Domain-Specific / Other,Iatf,5,,hard,Domain-Specific / Other
Iatf 16949,Domain-Specific / Other,Iatf 16949,5,,hard,Domain-Specific / Other
Icfr Audit,Finance & Accounts,Icfr Audit,5,,hard,Finance & Accounts
ICH,Domain-Specific / Other,Ich,5,,hard,Domain-Specific / Other
ICH Guidelines,Design Skills,Ich Guidelines,5,,hard,Design Skills
ICH-GCP,Domain-Specific / Other,Ich-Gcp,5,,hard,Domain-Specific / Other
icp,Domain-Specific / Other,Icp,5,,hard,Domain-Specific / Other
ICP Reconciliation,Domain-Specific / Other,Icp Reconciliation,5,,hard,Domain-Specific / Other
icpms,Domain-Specific / Other,Icpms,5,,hard,Domain-Specific / Other
icp-ms,Domain-Specific / Other,Icp-Ms,5,,hard,Domain-Specific / Other
ICWA,Domain-Specific / Other,Icwa,5,,hard,Domain-Specific / Other
ICWAI,Domain-Specific / Other,Icwai,5,,hard,Domain-Specific / Other
Idea Generation,Domain-Specific / Other,Idea Generation,5,,hard,Domain-Specific / Other
IDOCS,Domain-Specific / Other,Idocs,5,,hard,Domain-Specific / Other
iec 17025,Domain-Specific / Other,Iec 17025,5,,hard,Domain-Specific / Other
iflow,Domain-Specific / Other,Iflow,5,,hard,Domain-Specific / Other
IFRS,Domain-Specific / Other,Ifrs,5,,hard,Domain-Specific / Other
ifrs (pursuing),Design Skills,Ifrs (Pursuing),5,,hard,Design Skills
IFRS 17,Domain-Specific / Other,Ifrs 17,5,,hard,Domain-Specific / Other
Ifs Erp,Domain-Specific / Other,Ifs Erp,5,,hard,Domain-Specific / Other
Illustrator,Design Skills,Illustrator,5,,hard,Design Skills
imparting continuous on job training for accomplishing greater operational effectiveness,Design Skills,Imparting Continuous On Job Training For Accomplishing Greater Operational Effectiveness,5,,hard,Design Skills
implement,Domain-Specific / Other,Implement,5,,hard,Domain-Specific / Other
implement strategies,Domain-Specific / Other,Implement Strategies,5,,hard,Domain-Specific / Other
Implementation,Domain-Specific / Other,Implementation,5,,hard,Domain-Specific / Other
implementation of good practice at site.,Domain-Specific / Other,Implementation Of Good Practice At Site.,5,,hard,Domain-Specific / Other
Implementing effective techniques,IT & Software,Implementing Effective Techniques,5,,hard,IT & Software
implementing scheduling process to decrease lead time.,Sales & Marketing,Implementing Scheduling Process To Decrease Lead Time.,5,,hard,Sales & Marketing
Implementing Systems,IT & Software,Implementing Systems,5,,hard,IT & Software
Import,Domain-Specific / Other,Import,5,,hard,Domain-Specific / Other
import & export documentation,Domain-Specific / Other,Import & Export Documentation,5,,hard,Domain-Specific / Other
Import & export register,Domain-Specific / Other,Import & Export Register,5,,hard,Domain-Specific / Other
Import and Export,Domain-Specific / Other,Import And Export,5,,hard,Domain-Specific / Other
Import and Export accounting,Finance & Accounts,Import And Export Accounting,5,,hard,Finance & Accounts
Import Export,Domain-Specific / Other,Import Export,5,,hard,Domain-Specific / Other
Import Purchase,Domain-Specific / Other,Import Purchase,5,,hard,Domain-Specific / Other
Import-Export,Domain-Specific / Other,Import-Export,5,,hard,Domain-Specific / Other
Improvement,Domain-Specific / Other,Improvement,5,,hard,Domain-Specific / Other
Improvement Activities,Domain-Specific / Other,Improvement Activities,5,,hard,Domain-Specific / Other
Impurity profile & Environmental Monitoring program as per ISO 14644-1-2015 for sterile & Non-sterile area. Maintaining the QC documents on line which enable the QC readiness for audits anytime. Faced the regulatory audits-USFDA,Finance & Accounts,Impurity Profile & Environmental Monitoring Program As Per Iso 14644-1-2015 For Sterile & Non-Sterile Area. Maintaining The Qc Documents On Line Which Enable The Qc Readiness For Audits Anytime. Faced The Regulatory Audits-Usfda,5,,hard,Finance & Accounts
impurity standards as well as qualification,Domain-Specific / Other,Impurity Standards As Well As Qualification,5,,hard,Domain-Specific / Other
IMS,Domain-Specific / Other,Ims,5,,hard,Domain-Specific / Other
ims audit,Finance & Accounts,Ims Audit,5,,hard,Finance & Accounts
ims auditor,Finance & Accounts,Ims Auditor,5,,hard,Finance & Accounts
In Accounting,Finance & Accounts,In Accounting,5,,hard,Finance & Accounts
INBOUND,Domain-Specific / Other,Inbound,5,,hard,Domain-Specific / Other
Incentives,Domain-Specific / Other,Incentives,5,,hard,Domain-Specific / Other
Incharge Activities,Domain-Specific / Other,Incharge Activities,5,,hard,Domain-Specific / Other
Incident,Domain-Specific / Other,Incident,5,,hard,Domain-Specific / Other
Incident Investigation,Domain-Specific / Other,Incident Investigation,5,,hard,Domain-Specific / Other
incident management,Domain-Specific / Other,Incident Management,5,,hard,Domain-Specific / Other
Incident report and Change control. OOS,Domain-Specific / Other,Incident Report And Change Control. Oos,5,,hard,Domain-Specific / Other
Incidents & deviation handling,Domain-Specific / Other,Incidents & Deviation Handling,5,,hard,Domain-Specific / Other
Inclusive,Domain-Specific / Other,Inclusive,5,,hard,Domain-Specific / Other
Income Auditor,Finance & Accounts,Income Auditor,5,,hard,Finance & Accounts
Income Auditor.SALES BILL,Sales & Marketing,Income Auditor.Sales Bill,5,,hard,Sales & Marketing
income- statement,Domain-Specific / Other,Income- Statement,5,,hard,Domain-Specific / Other
Income tax,Finance & Accounts,Income Tax,5,,hard,Finance & Accounts
Income Tax Assessment,Finance & Accounts,Income Tax Assessment,5,,hard,Finance & Accounts
Income Tax Assessment Proceeding â€“ (Search,Finance & Accounts,Income Tax Assessment Proceeding Â€“ (Search,5,,hard,Finance & Accounts
Income Tax Audit,Finance & Accounts,Income Tax Audit,5,,hard,Finance & Accounts
income tax documentation,Finance & Accounts,Income Tax Documentation,5,,hard,Finance & Accounts
income tax documents,Finance & Accounts,Income Tax Documents,5,,hard,Finance & Accounts
Income Tax Return,Finance & Accounts,Income Tax Return,5,,hard,Finance & Accounts
Income Tax Returns,Finance & Accounts,Income Tax Returns,5,,hard,Finance & Accounts
income tax scrutiny documents,Finance & Accounts,Income Tax Scrutiny Documents,5,,hard,Finance & Accounts
Income Tax Software,IT & Software,Income Tax Software,5,,hard,IT & Software
IncomeTax,Finance & Accounts,Incometax,5,,hard,Finance & Accounts
Incoming Inspection,Domain-Specific / Other,Incoming Inspection,5,,hard,Domain-Specific / Other
incoming quality,Operations & Production,Incoming Quality,5,,hard,Operations & Production
increase oee,Domain-Specific / Other,Increase Oee,5,,hard,Domain-Specific / Other
increase oee of all machines.,Domain-Specific / Other,Increase Oee Of All Machines.,5,,hard,Domain-Specific / Other
increase oee of all machines. increase schedule adherence per day. increase productivity in terms of kg per man – hour. reducing conversion cost by reducing energy cost per kg. implementing scheduling process to decrease lead time. having a knowledge of extrusion of black & color masterbatch of commodity & engineering polymer (abs,Sales & Marketing,Increase Oee Of All Machines. Increase Schedule Adherence Per Day. Increase Productivity In Terms Of Kg Per Man – Hour. Reducing Conversion Cost By Reducing Energy Cost Per Kg. Implementing Scheduling Process To Decrease Lead Time. Having A Knowledge Of Extrusion Of Black & Color Masterbatch Of Commodity & Engineering Polymer (Abs,5,,hard,Sales & Marketing
increase productivity,Domain-Specific / Other,Increase Productivity,5,,hard,Domain-Specific / Other
increase productivity in terms of kg per man – hour.,Domain-Specific / Other,Increase Productivity In Terms Of Kg Per Man – Hour.,5,,hard,Domain-Specific / Other
increase schedule adherence per day.,Domain-Specific / Other,Increase Schedule Adherence Per Day.,5,,hard,Domain-Specific / Other
Ind As,Domain-Specific / Other,Ind As,5,,hard,Domain-Specific / Other
Ind AS accounting and compliances,Finance & Accounts,Ind As Accounting And Compliances,5,,hard,Finance & Accounts
independent,Domain-Specific / Other,Independent,5,,hard,Domain-Specific / Other
Indexing,Domain-Specific / Other,Indexing,5,,hard,Domain-Specific / Other
Indian Accounting,Finance & Accounts,Indian Accounting,5,,hard,Finance & Accounts
indian accounting standards,Finance & Accounts,Indian Accounting Standards,5,,hard,Finance & Accounts
Indian Gaap,Domain-Specific / Other,Indian Gaap,5,,hard,Domain-Specific / Other
Indirect,Domain-Specific / Other,Indirect,5,,hard,Domain-Specific / Other
Indirect Tax,Finance & Accounts,Indirect Tax,5,,hard,Finance & Accounts
indirect tax consultancy,Finance & Accounts,Indirect Tax Consultancy,5,,hard,Finance & Accounts
Indirect Taxation,Finance & Accounts,Indirect Taxation,5,,hard,Finance & Accounts
indirect. tax,Finance & Accounts,Indirect. Tax,5,,hard,Finance & Accounts
IndirectTaxation,Finance & Accounts,Indirecttaxation,5,,hard,Finance & Accounts
Individual Savings Accounts,Domain-Specific / Other,Individual Savings Accounts,5,,hard,Domain-Specific / Other
induction program,Domain-Specific / Other,Induction Program,5,,hard,Domain-Specific / Other
industrial,Domain-Specific / Other,Industrial,5,,hard,Domain-Specific / Other
Industrial automation,Domain-Specific / Other,Industrial Automation,5,,hard,Domain-Specific / Other
Industrial Engineer,Operations & Production,Industrial Engineer,5,,hard,Operations & Production
Industrial Engineering,Operations & Production,Industrial Engineering,5,,hard,Operations & Production
Industrial Engnr,Domain-Specific / Other,Industrial Engnr,5,,hard,Domain-Specific / Other
industrial paint production,Operations & Production,Industrial Paint Production,5,,hard,Operations & Production
Industrial Products,Domain-Specific / Other,Industrial Products,5,,hard,Domain-Specific / Other
industrial relations,Domain-Specific / Other,Industrial Relations,5,,hard,Domain-Specific / Other
Industrial Safety,Domain-Specific / Other,Industrial Safety,5,,hard,Domain-Specific / Other
industrial training,Domain-Specific / Other,Industrial Training,5,,hard,Domain-Specific / Other
Industry Analysis,Domain-Specific / Other,Industry Analysis,5,,hard,Domain-Specific / Other
infor,Domain-Specific / Other,Infor,5,,hard,Domain-Specific / Other
Infor Erp,Domain-Specific / Other,Infor Erp,5,,hard,Domain-Specific / Other
Infor LN,Domain-Specific / Other,Infor Ln,5,,hard,Domain-Specific / Other
Information security,IT & Software,Information Security,5,,hard,IT & Software
information technology,IT & Software,Information Technology,5,,hard,IT & Software
Infrastructure,Domain-Specific / Other,Infrastructure,5,,hard,Domain-Specific / Other
infrastructure (couplers-inspection,Domain-Specific / Other,Infrastructure (Couplers-Inspection,5,,hard,Domain-Specific / Other
Initial Public Offerings,Domain-Specific / Other,Initial Public Offerings,5,,hard,Domain-Specific / Other
initiative,Domain-Specific / Other,Initiative,5,,hard,Domain-Specific / Other
Injectables,Domain-Specific / Other,Injectables,5,,hard,Domain-Specific / Other
Injection,Domain-Specific / Other,Injection,5,,hard,Domain-Specific / Other
Injection Molding,Domain-Specific / Other,Injection Molding,5,,hard,Domain-Specific / Other
injection mould,Domain-Specific / Other,Injection Mould,5,,hard,Domain-Specific / Other
Injection Moulding,Domain-Specific / Other,Injection Moulding,5,,hard,Domain-Specific / Other
injection moulding m,Domain-Specific / Other,Injection Moulding M,5,,hard,Domain-Specific / Other
Injection Moulding Machine,Domain-Specific / Other,Injection Moulding Machine,5,,hard,Domain-Specific / Other
Injection Moulding Operator,Domain-Specific / Other,Injection Moulding Operator,5,,hard,Domain-Specific / Other
inkjet,Domain-Specific / Other,Inkjet,5,,hard,Domain-Specific / Other
innodb,Domain-Specific / Other,Innodb,5,,hard,Domain-Specific / Other
Innovation,Domain-Specific / Other,Innovation,5,,hard,Domain-Specific / Other
Inprocess,Domain-Specific / Other,Inprocess,5,,hard,Domain-Specific / Other
InProcess Inspection,Domain-Specific / Other,Inprocess Inspection,5,,hard,Domain-Specific / Other
Inprocess Quality,Operations & Production,Inprocess Quality,5,,hard,Operations & Production
Insecticides,Domain-Specific / Other,Insecticides,5,,hard,Domain-Specific / Other
Inside Caliper,Domain-Specific / Other,Inside Caliper,5,,hard,Domain-Specific / Other
inside sale,Domain-Specific / Other,Inside Sale,5,,hard,Domain-Specific / Other
Inside Sales,Sales & Marketing,Inside Sales,5,,hard,Sales & Marketing
Inspection,Domain-Specific / Other,Inspection,5,,hard,Domain-Specific / Other
installation,Domain-Specific / Other,Installation,5,,hard,Domain-Specific / Other
Institute,Domain-Specific / Other,Institute,5,,hard,Domain-Specific / Other
instructor,Domain-Specific / Other,Instructor,5,,hard,Domain-Specific / Other
instrument,Domain-Specific / Other,Instrument,5,,hard,Domain-Specific / Other
Instrument Calibration,Domain-Specific / Other,Instrument Calibration,5,,hard,Domain-Specific / Other
Instrument Index,Domain-Specific / Other,Instrument Index,5,,hard,Domain-Specific / Other
Instrument qualification,Domain-Specific / Other,Instrument Qualification,5,,hard,Domain-Specific / Other
Instrument supervisor,Operations & Production,Instrument Supervisor,5,,hard,Operations & Production
instrumental analysis,Domain-Specific / Other,Instrumental Analysis,5,,hard,Domain-Specific / Other
instrumental analysis like gc hplc aas,Domain-Specific / Other,Instrumental Analysis Like Gc Hplc Aas,5,,hard,Domain-Specific / Other
Instrumentation Engineer,Operations & Production,Instrumentation Engineer,5,,hard,Operations & Production
Instrumentation Engineering,Operations & Production,Instrumentation Engineering,5,,hard,Operations & Production
Instrumentation Maintenance,Operations & Production,Instrumentation Maintenance,5,,hard,Operations & Production
instruments calibration,Domain-Specific / Other,Instruments Calibration,5,,hard,Domain-Specific / Other
insurance,Domain-Specific / Other,Insurance,5,,hard,Domain-Specific / Other
Insurance Accounting,Finance & Accounts,Insurance Accounting,5,,hard,Finance & Accounts
Integration,Domain-Specific / Other,Integration,5,,hard,Domain-Specific / Other
Integrations,Domain-Specific / Other,Integrations,5,,hard,Domain-Specific / Other
INTELLEX,Domain-Specific / Other,Intellex,5,,hard,Domain-Specific / Other
Intelligence,Domain-Specific / Other,Intelligence,5,,hard,Domain-Specific / Other
Inter,Domain-Specific / Other,Inter,5,,hard,Domain-Specific / Other
inter audits,Finance & Accounts,Inter Audits,5,,hard,Finance & Accounts
Inter Branch Reconciliation,Domain-Specific / Other,Inter Branch Reconciliation,5,,hard,Domain-Specific / Other
Inter Company Accounting > Intercompany Reconciliations,Finance & Accounts,Inter Company Accounting > Intercompany Reconciliations,5,,hard,Finance & Accounts
inter company fund management,Domain-Specific / Other,Inter Company Fund Management,5,,hard,Domain-Specific / Other
inter company reconciliation,Domain-Specific / Other,Inter Company Reconciliation,5,,hard,Domain-Specific / Other
Inter Company STO Process,Domain-Specific / Other,Inter Company Sto Process,5,,hard,Domain-Specific / Other
Inter Passed,Domain-Specific / Other,Inter Passed,5,,hard,Domain-Specific / Other
inter unit reconcilliation,IT & Software,Inter Unit Reconcilliation,5,,hard,IT & Software
Interaction with Developer for Customizations,IT & Software,Interaction With Developer For Customizations,5,,hard,IT & Software
Intercompany,Domain-Specific / Other,Intercompany,5,,hard,Domain-Specific / Other
Intercompany Accounting,Finance & Accounts,Intercompany Accounting,5,,hard,Finance & Accounts
Intercompany fund transfer,Domain-Specific / Other,Intercompany Fund Transfer,5,,hard,Domain-Specific / Other
Intercompany Reconciliation,Domain-Specific / Other,Intercompany Reconciliation,5,,hard,Domain-Specific / Other
inter-company reconciliation,Domain-Specific / Other,Inter-Company Reconciliation,5,,hard,Domain-Specific / Other
Interest Calculation,Domain-Specific / Other,Interest Calculation,5,,hard,Domain-Specific / Other
Interfaces,Domain-Specific / Other,Interfaces,5,,hard,Domain-Specific / Other
Interior,Domain-Specific / Other,Interior,5,,hard,Domain-Specific / Other
Intermediate,Domain-Specific / Other,Intermediate,5,,hard,Domain-Specific / Other
intermediate bulk and finished products,Domain-Specific / Other,Intermediate Bulk And Finished Products,5,,hard,Domain-Specific / Other
intermediate.,Domain-Specific / Other,Intermediate.,5,,hard,Domain-Specific / Other
Internal,Domain-Specific / Other,Internal,5,,hard,Domain-Specific / Other
Internal & External Audit,Finance & Accounts,Internal & External Audit,5,,hard,Finance & Accounts
Internal Audit,Finance & Accounts,Internal Audit,5,,hard,Finance & Accounts
internal audit and timely submitting of records. ?,IT & Software,Internal Audit And Timely Submitting Of Records. ?,5,,hard,IT & Software
Internal audit reporting,IT & Software,Internal Audit Reporting,5,,hard,IT & Software
Internal Auditing,Finance & Accounts,Internal Auditing,5,,hard,Finance & Accounts
Internal Auditor,Finance & Accounts,Internal Auditor,5,,hard,Finance & Accounts
internal audits,Finance & Accounts,Internal Audits,5,,hard,Finance & Accounts
internal audits handling,Finance & Accounts,Internal Audits Handling,5,,hard,Finance & Accounts
Internal Control,Domain-Specific / Other,Internal Control,5,,hard,Domain-Specific / Other
Internal Control Review,Domain-Specific / Other,Internal Control Review,5,,hard,Domain-Specific / Other
internal controls,Domain-Specific / Other,Internal Controls,5,,hard,Domain-Specific / Other
Internal Financial Control,Domain-Specific / Other,Internal Financial Control,5,,hard,Domain-Specific / Other
internal glass partition,Design Skills,Internal Glass Partition,5,,hard,Design Skills
Internal Orders,Domain-Specific / Other,Internal Orders,5,,hard,Domain-Specific / Other
International Account,Domain-Specific / Other,International Account,5,,hard,Domain-Specific / Other
International Accounting,Finance & Accounts,International Accounting,5,,hard,Finance & Accounts
International Banking,Domain-Specific / Other,International Banking,5,,hard,Domain-Specific / Other
International Financial Reporting,Domain-Specific / Other,International Financial Reporting,5,,hard,Domain-Specific / Other
International Marketing,Sales & Marketing,International Marketing,5,,hard,Sales & Marketing
International Sales,Sales & Marketing,International Sales,5,,hard,Sales & Marketing
international taxation,Finance & Accounts,International Taxation,5,,hard,Finance & Accounts
Internet,Domain-Specific / Other,Internet,5,,hard,Domain-Specific / Other
Internet Applications,IT & Software,Internet Applications,5,,hard,IT & Software
internet awareness,Domain-Specific / Other,Internet Awareness,5,,hard,Domain-Specific / Other
Internet Browsing,Domain-Specific / Other,Internet Browsing,5,,hard,Domain-Specific / Other
internet explorer,Domain-Specific / Other,Internet Explorer,5,,hard,Domain-Specific / Other
Internet Marketing,Sales & Marketing,Internet Marketing,5,,hard,Sales & Marketing
internet surfing,Domain-Specific / Other,Internet Surfing,5,,hard,Domain-Specific / Other
Internet Usage. Accounting Software : SAP,IT & Software,Internet Usage. Accounting Software : Sap,5,,hard,IT & Software
Interpersonal,Domain-Specific / Other,Interpersonal,5,,hard,Domain-Specific / Other
Interpersonal and communication,Soft Skills,Interpersonal And Communication,5,,soft,Soft Skills
Interpersonal skill and communication,Soft Skills,Interpersonal Skill And Communication,5,,soft,Soft Skills
interpersonal skills,Domain-Specific / Other,Interpersonal Skills,5,,hard,Domain-Specific / Other
Inventor,Domain-Specific / Other,Inventor,5,,hard,Domain-Specific / Other
inventories,Domain-Specific / Other,Inventories,5,,hard,Domain-Specific / Other
Inventory,Operations & Production,Inventory,5,,hard,Operations & Production
Inventory Accounting,Finance & Accounts,Inventory Accounting,5,,hard,Finance & Accounts
Inventory Analysis,Operations & Production,Inventory Analysis,5,,hard,Operations & Production
Inventory Analysis-Valuation,Operations & Production,Inventory Analysis-Valuation,5,,hard,Operations & Production
Inventory control,Operations & Production,Inventory Control,5,,hard,Operations & Production
Inventory Management,Operations & Production,Inventory Management,5,,hard,Operations & Production
Inventory Management Accounting Standards,Finance & Accounts,Inventory Management Accounting Standards,5,,hard,Finance & Accounts
Inventory management Scrap management and stock management. ?,Operations & Production,Inventory Management Scrap Management And Stock Management. ?,5,,hard,Operations & Production
Inventory Optimization,Operations & Production,Inventory Optimization,5,,hard,Operations & Production
Inventory Planning,Operations & Production,Inventory Planning,5,,hard,Operations & Production
Inventory Stock,Operations & Production,Inventory Stock,5,,hard,Operations & Production
Inventory Valuation,Operations & Production,Inventory Valuation,5,,hard,Operations & Production
investigation,Domain-Specific / Other,Investigation,5,,hard,Domain-Specific / Other
Investment Accounting,Finance & Accounts,Investment Accounting,5,,hard,Finance & Accounts
Investment Advisor,Operations & Production,Investment Advisor,5,,hard,Operations & Production
Investment Analysis,Domain-Specific / Other,Investment Analysis,5,,hard,Domain-Specific / Other
Investment Banking,Domain-Specific / Other,Investment Banking,5,,hard,Domain-Specific / Other
investment calculation,Domain-Specific / Other,Investment Calculation,5,,hard,Domain-Specific / Other
investment casting,Domain-Specific / Other,Investment Casting,5,,hard,Domain-Specific / Other
investment Finance,Finance & Accounts,Investment Finance,5,,hard,Finance & Accounts
investment management,Domain-Specific / Other,Investment Management,5,,hard,Domain-Specific / Other
Investment Portfolio,Domain-Specific / Other,Investment Portfolio,5,,hard,Domain-Specific / Other
investment strategies,Domain-Specific / Other,Investment Strategies,5,,hard,Domain-Specific / Other
investor accounting,Finance & Accounts,Investor Accounting,5,,hard,Finance & Accounts
investor development,Domain-Specific / Other,Investor Development,5,,hard,Domain-Specific / Other
Investor Relation,Domain-Specific / Other,Investor Relation,5,,hard,Domain-Specific / Other
Investor Reporting,Domain-Specific / Other,Investor Reporting,5,,hard,Domain-Specific / Other
INVOCE,Domain-Specific / Other,Invoce,5,,hard,Domain-Specific / Other
invoice,Finance & Accounts,Invoice,5,,hard,Finance & Accounts
Invoice Generation,Finance & Accounts,Invoice Generation,5,,hard,Finance & Accounts
Invoice Preparation,Finance & Accounts,Invoice Preparation,5,,hard,Finance & Accounts
Invoice Processing,Finance & Accounts,Invoice Processing,5,,hard,Finance & Accounts
Invoice Verification,Finance & Accounts,Invoice Verification,5,,hard,Finance & Accounts
Invoiceing,Finance & Accounts,Invoiceing,5,,hard,Finance & Accounts
Invoices booking,Finance & Accounts,Invoices Booking,5,,hard,Finance & Accounts
Invoicing,Domain-Specific / Other,Invoicing,5,,hard,Domain-Specific / Other
Invoicing > Issuing Invoices,Finance & Accounts,Invoicing > Issuing Invoices,5,,hard,Finance & Accounts
Inward,Domain-Specific / Other,Inward,5,,hard,Domain-Specific / Other
iOS,Domain-Specific / Other,Ios,5,,hard,Domain-Specific / Other
IOT,Domain-Specific / Other,Iot,5,,hard,Domain-Specific / Other
IP,Domain-Specific / Other,Ip,5,,hard,Domain-Specific / Other
ipay,Domain-Specific / Other,Ipay,5,,hard,Domain-Specific / Other
IPC,Domain-Specific / Other,Ipc,5,,hard,Domain-Specific / Other
IPO Team Lead,Sales & Marketing,Ipo Team Lead,5,,soft,Sales & Marketing
IPQA,Domain-Specific / Other,Ipqa,5,,hard,Domain-Specific / Other
IPQC,Domain-Specific / Other,Ipqc,5,,hard,Domain-Specific / Other
IR,Domain-Specific / Other,Ir,5,,hard,Domain-Specific / Other
IR and Mass. Acquainted with HPLC,Domain-Specific / Other,Ir And Mass. Acquainted With Hplc,5,,hard,Domain-Specific / Other
IRIS,Domain-Specific / Other,Iris,5,,hard,Domain-Specific / Other
Irrigation,Domain-Specific / Other,Irrigation,5,,hard,Domain-Specific / Other
Irrigation Engineer,Operations & Production,Irrigation Engineer,5,,hard,Operations & Production
ISO,Operations & Production,Iso,5,,hard,Operations & Production
ISO 22000,Operations & Production,Iso 22000,5,,hard,Operations & Production
iso 9001,Operations & Production,Iso 9001,5,,hard,Operations & Production
iso 9001 standards,Operations & Production,Iso 9001 Standards,5,,hard,Operations & Production
ISO 9001:2015,Operations & Production,Iso 9001:2015,5,,hard,Operations & Production
ISO and GMP compliance,HR & Recruitment,Iso And Gmp Compliance,5,,hard,HR & Recruitment
ISO Documentation,Operations & Production,Iso Documentation,5,,hard,Operations & Production
ISO Implementation,Operations & Production,Iso Implementation,5,,hard,Operations & Production
ISO lead auditor,Sales & Marketing,Iso Lead Auditor,5,,hard,Sales & Marketing
ISO QMS,Operations & Production,Iso Qms,5,,hard,Operations & Production
ISO Systems,IT & Software,Iso Systems,5,,hard,IT & Software
iso ts 16949,Operations & Production,Iso Ts 16949,5,,hard,Operations & Production
ISO9001:2008,Operations & Production,Iso9001:2008,5,,hard,Operations & Production
ISO9001:2008 Production Engineering,Operations & Production,Iso9001:2008 Production Engineering,5,,hard,Operations & Production
Issue Management,Domain-Specific / Other,Issue Management,5,,hard,Domain-Specific / Other
ISTQB,Domain-Specific / Other,Istqb,5,,hard,Domain-Specific / Other
IT,Domain-Specific / Other,It,5,,hard,Domain-Specific / Other
IT asset,IT & Software,It Asset,5,,hard,IT & Software
it asset management,IT & Software,It Asset Management,5,,hard,IT & Software
IT Audit,IT & Software,It Audit,5,,hard,IT & Software
IT Budgeting,IT & Software,It Budgeting,5,,hard,IT & Software
IT Hardware,IT & Software,It Hardware,5,,hard,IT & Software
it management,IT & Software,It Management,5,,hard,IT & Software
IT Recruiter,IT & Software,It Recruiter,5,,hard,IT & Software
IT recruitment,IT & Software,It Recruitment,5,,hard,IT & Software
IT Skills,IT & Software,It Skills,5,,hard,IT & Software
