person_id,institution,program,start_date,location
28418,UNIVERSITY OF PHOENIX,BACHELORS in CRIMINAL JUSTICE,05/18,
28419,American Military University,M.A. in Intelligence Studies & Terrorism,2015,
28419,University of North Carolina Charlotte,B.A. in Psychology & Political Science,2008,"Charlotte, NC"
28421,Troy University,B.S. in Computer Information Systems,05/07,"Troy, AL"
28422,DePaul University,Master of Science in Information Systems Security in management,2011,"Chicago, IL"
28422,Rochester Institute of Technology,Bachelor of Science in Photographic Process and Systems Management in Photographic Process and Systems Management,1994,"Rochester, NY"
28423,University of Miami,Relational Data Base Design & Coding,,
28423,Fort Hays State College,Security,,
28423,Optima Dale Carnegie,,,
28424,University of the People,MBA,06/19,
28424,"Auchi Polytechnic, Auchi, Edo State",Bachelor of Arts in Mass Communication,12/98,
28425,Collin County Community College District,Associate of Arts,09/19,"Plano, TX"
28426,University of Louisville,Masters of Computer Engineering and Computer Science in Computer Engineering and Computer Science,05/17,"Louisville, KY"
28426,University of Louisville,Bachelor of Computer Engineering and Computer Science in Computer Engineering and Computer Science,08/16,"Louisville, KY"
28427,University of Southern Mississippi,Bachelor of Science in Mathematics,,"Hattiesburg, MS"
28428,University of East London,"Master of Science (MSc), Information Technology (Merit)",02/2007,East London
28428,University of Benin,BSc in Statistics,09/1998,
28429,University of Buea,LL.B Law,2003/00,Buea
28429,Grand Canyon University,Master of Science in Information Technology Management,00/00,
28430,FORTIS COLLEGE,Associate of Applied Science degree in Applied Science,06/94,June 1994
28430,DeVry INSTITUTE OF TECHNOLOGY,Technical Management,,
28431,Suffolk Community College,Associate of Arts & Science in (AAS) Data Processing,2015,"Selden, NY"
28431,Briarcliff College,CCNA,2001,
28431,Unisys Training Center,,1997,
28432,MISSISSIPPI STATE UNIVERSITY,B.S. in Information Technology Services,05/09,"Starkville, MS"
28432,,College Studies,06/06,"Starkville, MS"
28433,DeVry University,Networking and Communications Management,07/09,"Columbus, OH"
28433,Design Technical Education College,,09/01,"Columbus, OH"
28434,Webster University,B.S. in Computer Science (minor in Cyber Security),01/17,"St. Louis, MO"
28435,UQAM - University of Quebec at Montreal,Computer Science,08/1980,"Montréal, QC"
28435,College du Vieux-Montréal,Associate in Computer Science,08/1977,"Montréal, QC"
28435,ÉCOLE POLYVALENTE THÉRÈSE,High School Diploma,,1977
28436,Universidad Nacional De Trujillo,Bachelor in Computer Science,2006,"Trujillo, PE"
28437,University of Illinois at Urbana-Champaign,Bachelor of Economics,07/14,"Champaign, IL"
28438,University of Maryland University College,Bachelor's,05/16,"Adelphi, MD"
28439,Ohio Christian University,Bachelor of Science in Business Administration,05/14,"Circleville, OH"
28439,Columbus State Community College,Associates of Applied Science in Finance,06/10,"Columbus, OH"
28439,Per Scholas IT Training,CompTIA A+ & Network + Certified,01/15,"Columbus, OH"
28440,Argosy University,Master of Business Management in Business Management,,
28440,International Association of Information Technology Asset Managers,Certificate in IT Assets,06/2019,"Las Vegas, NV"
28441,Regis University,BS in Business Administration,01/09,"Denver, CO"
28442,University of Central Missouri,Master of Science in Industrial Hygiene,09/YY,"Warrensburg, MO"
28442,North Carolina A&T State University,Bachelor of Science in Industrial Technology,09/YY,"Greensboro, NC"
28443,Stratford University,Master's in Information System,2016/09,"Woodbridge, VA"
28443,Stratford University,Master's in Information Assurance,2014/09,"Woodbridge, VA"
28443,Kwame Nkrumah University of Science and Technology,Bachelor of Science in Computer Engineering,2002/09,"Accra, GH"
28444,"University of Maryland - Baltimore, MD",Bachelor of Science,,"Baltimore, MD"
28445,Louisiana State University,BA in History,09/98,"Baton Rouge, LA"
28446,Utah Valley University,"Sophomore in College, Emphasis in Information Technology",2008/09,"Orem, UT"
28447,"University of California - Riverside, CA",Bachelor's in Environmental Science,,"Riverside, CA"
28448,Northeastern Illinois University,MS in Computer Science,01/17,
28448,Northern Illinois University,BS in Computer Science,08/13,
28450,Texas State University,BA in Political Science,2010,
28451,Utah Valley University,Some School,2008/08,"Orem, UT"
28452,Howard University,Master's in Computer Science,04/18,"Washington, DC"
28452,University of Benin,B.Eng in Computer Engineering,02/01,
28453,Columbia College of Missouri,Bachelor of Science in Business Administration & Human Resources,06/2005,"Waukegan, IL"
28453,Project Management Institute,Project Management Fundamentals,2016,
28454,US ARMY SIGNAL SCHOOL,,09/09,"Fort Gordon, GA"
28454,NATIONAL GUARD PROFESSIONAL EDUCATION CENTER,,09/08,"Little Rock, AR"
28454,TEXAS STATE UNIVERSITY,,09/07,"San Marcos, TX"
28455,Capella University,Doctor of Computer Science in Information Security and Assurance,08/1994,"Colorado Springs, CO"
28455,Devry-Keller Graduate School of Management,Master of Business Administration in Business Administration Human Resource Management,,
28455,Southern Illinois University,Bachelor of Science in Liberal Arts/ Business Systems,,"Carbondale, IL"
28455,Triton College,Associates in Applied Science in Applied Science,,"River Grove, IL"
28456,TEXAS A&M UNIVERSITY,Bachelor of Business Administration in Management Information Systems,09/98,"College Station, TX"
28457,Berks Technical Institute,Associates Degree in Networking/Internet Professional,2003,
28459,University of Miami,Master of Science in Health Informatics,12/2018,
28459,Community College of the Air Force,Associate of Science in Information Systems Technology,08/2016,
28459,Florida A&M University,Bachelor of Science in Public Relations/Marketing,12/2008,
28460,University of Ghana,Bachelor of Science,05/06,Ghana
28461,UMUC,MASTER'S OF CYBERSECURITY,05/17,
28462,University of phoenix,Master of Science degree in Information Systems,06/09,
28462,ITT Technical Institute,Bachelor of Science degree in Information Systems Security,03/08,
28464,University of Memphis,Undergraduate Studies,1995/09,Memphis
28464,Immaculate Conception High School,,1991/09,Memphis
28465,University of San Diego,Bachelor's in Sociology,,"San Diego, CA"
28466,Florida Atlantic University,Bachelor of Arts in Criminal Justice,1974/09,
28467,Axia College University of Phoenix,Associate of Arts in Technology,06/09,
28469,Rochester Institute of Technology,Bachelor of Science in Information Technology in Information Technology,2002/00,"Rochester, NY"
28469,Monroe Community College,Associates of Science in Computer Information in Systems,2000/00,"Rochester, NY"
28469,St. John Fisher College,Masters of Business Administration in Complete,,"Rochester, NY"
28470,"University of New Mexico - Albuquerque, NM","Anthropology, Systems management, computer science, databases",,"Albuquerque, NM"
28470,"Capitol College - Laurel, MD","Computer science, business, German, Japanese",,"Laurel, MD"
28470,"Anne Arundel Community College - Arnold, MD",,,"Arnold, MD"
28471,Chattahoochee Technical College,Computer Information Systems,,
28472,ITT Technical Institute,Associates in Computer Networking Systems,2007/09,
28472,Suffolk County Community College,General Studies,1998/09,
28472,Harborfields High School,,1994/09,"Lancaster, MA"
28473,North Central Texas College,A.A.S. diploma,05/15,"Corinth, TX"
28474,Baker College of Auburn Hills,Bachelor's in Information Technology and Security,09/2003,"Auburn Hills, MI"
28474,Baker College of Auburn Hills,Associate in Networking Technology,09/2003,"Auburn Hills, MI"
28475,Strayer University,M.S. in Computer Information Systems,NA,"Alexandria, VA"
28475,Instituto Technolgico de Tijuana,B.S. in Computer Information Systems,NA,NA
28476,ITT Technical Institute,A.A. in Computer Forensics,2012/08,"Chicago, IL"
28476,Grambling State University,B.S. in Computer Science,1985/06,"Grambling, LA"
28477,Kaplan College,Information Technology,11/01,San Antonio
28477,San Antonio Community College,,1993,
28478,Regis University,Masters of Business Administration in Business Administration,00/00,"Denver, CO"
28478,University of Evansville,Bachelor of Science in Computer Science,00/00,"Evansville, IN"
28479,Wesley College,Bachelor of Science,06/97,"Dover, DE"
28480,Ferris State University,Master of Science in Information Security and Intelligence,08/15,"Big Rapids, MI"
28480,Jawaharlal Nehru Technological University,Bachelor's in Computer Science and Engineering,09/11,"Hyderabad, Andhra Pradesh"
28481,Pace University,M.B.A. in MIS,N/A,"New York, NY"
28481,Fordham University,B.S. in Accounting,N/A,"New York, NY"
28482,LaGuardia Community College,A.S in Computer Science,06/91,"Long Island City, NY"
28482,Chubb Institute,,02/04,
28484,North Carolina Agricultural and Technical State University,Bachelor's in Electronics and Computer Technology,08/2008,"Greensboro, NC"
28484,North Carolina Agricultural and Technical State University,Master's in Information Technology,08/2009,"Greensboro, NC"
28485,DePaul University,"M.S., Telecom Systems",01/98,"Chicago, IL"
28485,Trinity College,B.S. in Business Administration,,
28486,Bellevue University,M.S. in Cybersecurity,2013/00,"Bellevue, NE"
28486,University of Phoenix,MBA,2010/00,"Phoenix, AZ"
28486,Marist College,Certification,2008/00,"Poughkeepsie, NY"
28486,University of Phoenix,M.S. in Computer Information Systems,2004/00,"Phoenix, AZ"
28486,University of Memphis,B.S. in Engineering Technology,00/00,"Memphis, TN"
28487,DeVry University,Bachelor of Science in Computer Information Systems /Information Systems Security,08/17,"Orlando, FL"
28488,PennCo Technical Institute,Associate Degree in Computer Programming,,"Bristol, PA"
28489,Western Governors University - Texas,Bachelor's in Network Engineering,,"Austin, TX"
28490,Coleman College,Master of Science in Information Systems,08/01,"Los Angeles, CA"
28490,Coleman College,Bachelors of Science in Information Systems,10/96,"Los Angeles, CA"
28490,Coleman College,Associate of Science in Information Systems,10/95,"Los Angeles, CA"
28491,University of Illinois at Urbana-Champaign,Master's in Information Technology Management,08/2018,"Urbana-Champaign, IL"
28491,University of Benin,Bachelor's in Electrical Electronic Engineering,04/2012,
28492,Ohlone Community College,Information Technology,08/04,"Fremont, CA"
28492,Blytheco Sage University,Certificate of Completion,11/08,
28492,Acuity Solutions Sage University,Certificate of Completion in Inventory Management,09/08,
28493,Monroe College,A.A.S. in Computer Information Systems,2005,
28494,Strayer University,BS in Information Technology,2002,
28494,Sinclair Community College,Electronic Engineering Technology,1985,
28495,Texas State University,Bachelor of Science,2007,"San Marcos, TX"
28495,Frank Phillips College,Associate of Science,2003,"Borger, TX"
28496,University of Santo Tomas,Bachelor's in Business Administration,06/2004,"Manila, Philippines"
28496,Portland Community College,Associate in Computer Information Systems,06/2017,"Portland, OR"
28497,York County Area Vocational Technical School,Certificate in Health Informatics,1976/09,"York, PA"
28497,Lake Sumter Community College,,2010/09,"Leesburg, FL"
28498,Colorado Technical University,Bachelor of Science in Cyber Security,03/2017,
28499,University of Liverpool,Masters of Science in Information Technology,2007/09,Liverpool
28499,Beirut Arab University,Bachelor of Commerce in Business Administration,1990/09,Beirut
28500,Liberty University,MS in Management of Information Systems,05/15,"Lynchburg, VA"
28500,Liberty University,BS in Management of Information Systems,2013,"Lynchburg, VA"
28501,Western Governors University,Master of Science in Cybersecurity and Information Assurance,03/19,"Salt Lake City, UT"
28501,Western Governors University,Bachelor of Science in Information Technology,12/17,"Salt Lake City, UT"
28502,California State University,M.A. in Ethnomusicology,2003/,
28502,City College of San Francisco,Information Security Professional,09/2008,"San Francisco, CA"
28502,San Francisco State University,Educational Technology,1994,
28502,Design Institute of Technology,B.A. in Liberal Studies,1996,"Vancouver, BC"
28502,California State University,,1993,
28503,SHENANDOAH UNIVERSITY,Bachelor of Science,2008,
28504,ITT Technical Institute,Bachelor's in Information Security Systems,06/2006,"Webster, TX"
28505,,,,
28506,Luther Rice Seminary & University,Master of Arts in Apologetics,05/12,"Lithonia, GA"
28506,DeVry University,Bachelor of Science in Computer Information Systems,06/02,"Atlanta, GA"
28506,ECPI Computer Institute,Diploma in Computer Office Technology,07/94,"Raleigh, NC"
28507,Technological University - Dublin,BS in Business Studies,,Dublin
28507,Technological University - Dublin,Certificate in Telecommunications and Electronic Engineering,,Dublin
28508,Southeast Missouri State University,BS in Agribusiness Horticulture,08/2008,"Southeast, Missouri, US"
28509,Columbia College,Bachelor of Science in Computer Info System,,
28509,Colorado Aero Tech Institute,AAS in Advance in electronics,,
28510,Business College of DuPage,Certificate in Computer Science,,Glen Elyn
28510,Control Data Institute,,,"Chicago, IL"
28511,Florida Institute of Technology,Master's in Cyber Security,08/15,"Melbourne, FL"
28511,North Carolina Central University,"Bachelor's in Business Administration, Information Systems",05/98,"Durham, NC"
28511,ECPI,Microsoft Certified Solutions Administrator Program,02/02,"Greensboro, NC"
28511,ONLC,Certified Ethical Hacker and Countermeasures 10,08/19,"Greensboro, NC"
28512,"University of Houston, C. T. Bauer College of Business",Bachelors of Business Administration in Management Information Systems,06/12,"Houston, TX"
28513,Columbia Southern University,Bachelor of Science in Business Administration in Information Technology,05/17,
28513,Central Piedmont Community College,Associates in Applied Science in Computer Information Systems,05/04,
28514,DeVry Institute,Bachelor of Science degree in Computer Information Systems,07/90,"Lombard, IL"
28515,UNIVERSITY OF PHOENIX,Bachelor of Science in Information Technlogy,10/2014,"Phoenix, AZ"
28516,Park University,Bachelor's in Computer science networking and security,08/2013,"Parkville, MO"
28517,Mackenzie University,Associate in Data Processing,08/1994,São Paulo
28518,Western Governor's University,Bachelor's in Cyber Security,,
28519,Virginia College,Management of Information Systems,,
28520,DePaul University,Bachelor of Science in Finance,,"Chicago, IL"
28521,Western Governors University,BS in Information Technology,2016,
28521,Chattanooga State,AS in Accounting & Finance,1987,
28522,Western Governors University,Bachelor of Science in Information Technology in Security,12/18,"Salt Lake City, UT"
28522,Villanova University,Advanced Certificate in Advanced Cyber Security,11/15,
28523,University of Toledo,Bachelor's in Computer Science and Engineering,09/13,"Toledo, OH"
28524,High school or equivalent,,,
28526,George Washington University,M.S. in Telecommunications and Computers,2004,
28526,Howard University,B.S. in Systems and Computer Science,2003,
28527,CENTRAL STATE UNIVERSITY,Bachelor of Arts in Political Science,1994,"Wilberforce, OH"
28529,Christian Brothers University,Master's in Business Admin and Management,09/10,
28529,University of Memphis,Master's in Computer Science,01/96,
28530,The University of New Orleans,Bachelor of Science degree in Business Administration,,"New Orleans, LA"
28531,Western Governors University,Master's in Cybersecurity & Information Assurance,08/YY,"Salt Lake City, UT"
28531,Western Governors University,Bachelor's in Information Technology,08/YY,"Salt Lake City, UT"
28531,Baker College Center for Graduate Studies,Associate in Computer Programming,11/04,"Flint, MI"
28531,Champlain College,Bachelor's in Computer Forensics and Digital Investigation,11/04,"Burlington, VT"
28532,"University of Maryland, College Park",Bachelor of Science in Cyber Security,,"College Park, MD"
28532,Ho Polytechnic University,Bachelor of Science in Statistics,,
28533,Mankato State University,B.S. in Computer Science/Business,01/95,"Mankato, MN"
28534,Montclair State University,Bachelor's,,"Montclair, NJ"
28535,Ondo State University,Bachelor's degree in arts,04/08,Ondo State
28536,Webster University,MS in Cybersecurity,10/2017,N/A
28536,Beaconhouse National University,BS in Engineering,09/2010,"Lahore, PK"
28537,University of Phoenix,Associates in Information Technology,2008/08,"Unionville, CT"
28537,University of Phoenix,Bachelors in Web Development,2012/08,"Unionville, CT"
28537,Fox Institute of Business,Diploma in Computer Systems Business Applications,2001/06,"Unionville, CT"
28538,Ferris State University,Bachelor Degree in Marketing,,"Big Rapids, MI"
28539,University of Nebraska at Omaha,Bachelor of Science in Electronics,,"Omaha, NE"
28539,Metropolitan Community College,Associates of Science in Electronics Technology,,"Omaha, NE"
28541,Brevard Community College,A.S. in Networking Services Technology,2006,"Melbourne, FL"
28542,University of Maryland,B.S in Cyber- Security,05/18,"Adelphi, MD"
28542,Montgomery College,AAS in Cyber Security,05/14,"Germantown, MD"
28542,University of Maryland,M.S in Cyber- Security Policy and Management,05/18,"Adelphi, MD"
28543,Southern Wesleyan University,Master of Science in Management,12/03,"Columbia, SC"
28543,Claflin College,Bachelors of Science in Computer Science and Mathematics,05/86,"Orangeburg, SC"
28545,Devry University,Bachelor of Science in Technical Management in Network Management & Information Security,06/12,"Irving, TX"
28545,Southern Methodist University,Diploma in UNIX & Oracle Database Administration,,"Dallas, TX"
28546,Bellevue University,B.A.S in Management Information Systems,,"Bellevue, NE"
28546,TCI College of Technology,A.A.S in Industrial Electronics,,"New York, NY"
28547,Hillsborough Community College,Associate in Science in Network Administrator/Cisco and Telecommunications,05/14,"Tampa, FL"
28549,George Mason University,Master of Science in Management of Secure Information Systems,08/17,"Alexandria, VA"
28550,SANS Technology Institute,Master's in Information Security,06/2017,"Bethesda, MD"
28550,University of Phoenix,Bachelor of Science in Business Administration,08/2003,"Phoenix, AZ"
28551,Utah State University,BS in Management Information Systems,,
28551,Salt Lake Community College,AS in Business Management,,
28552,University of Colorado - Denver,Bachelor of Science degree in Computer Science Engineering,,"Denver, CO"
28553,Lagos State University,B.Sc. in Information Security,,"Lagos, NG"
28554,CDI College of Business and Technology,Advanced Computer Programmer/Network Analyst in Computer Science,09/96,"Toronto, ON"
28556,University of Iowa College of Pharmacy,PharmD,08/18,"Iowa City, IA"
28556,University of Iowa,Bachelor of Science in Chemistry,05/18,"Iowa City, IA"
28557,"Robert H. Smith School of Business, University of Maryland, College Park",Bachelor of Science in Management Information System,2008,"College Park, MD"
28558,Eastern Regional High School,,1978,"Voorhees, NJ"
28559,Grambling State University,BS in Electronics Engineering,,"Grambling, LA"
28560,Lindenwood University,Bachelor of Science in Cyber Security,2016/09,"Saint Charles, MO"
28560,University of Missouri - Saint Louis,Bachelor of Science in Criminology and Criminal Justice,1992/09,"St. Louis, MO"
28561,University of Phoenix,Masters of Business Administration in Business Administration,08/06,
28561,University of West Florida,Bachelor of Science in Information Technology,05/04,
28561,Pensacola Junior College,Associate of Arts in General Studies,08/02,
28562,Saint Olaf College,Bachelor of Arts in Psychology,09/88,"Northfield, MN"
28563,Community College of the Air Force,Associate of Applied Science in Restaurant,08/13,"Maxwell AFB, AL"
28563,Community College of the Air Force,Associate of Applied Science in Allied Health Science,08/13,"Maxwell AFB, AL"
28563,Westwood College,Bachelor of Science in Information Systems Security,05/11,"Woodridge, IL"
28564,"Indiana University - Bloomington, IN",B.A. in Political Science,,"Bloomington, IN"
28565,USC Marshall School of Business,"MBA in Information systems, supply chain, and strategy",08/98,"Los Angeles, CA"
28565,Claremont McKenna College,BA in Government and Organizational Behavior,08/90,"Claremont, CA"
28566,FLORIDA INSTITUTE OF TECHNOLOGY,Master of Science in Information Technology in Cybersecurity,05/16,"Melbourne, FL"
28566,UNIVERSITY OF FLORIDA,Bachelors in Biology in Biology,12/13,"Gainesville, FL"
28567,Walden University,Masters in Psychology in Project Management Training,2004/06,
28567,Florida A&M University,Bachelor of Science in Criminal Justice in Criminal Justice,1995/00,
28568,Wilmington University,Masters' Degree in Information Assurance,2017,"Wilmington, DE"
28568,Rutgers University,Bachelors' Degree in Computer Science,2006,"Camden, NJ"
28568,Cumberland County College,Associates Degree in Information Systems,1995,"Vineland, NJ"
28569,New Horizons Learning Center,,2000/12,
28570,University of Arkansas at Fayetteville,Mathematics,09/82,"Fayetteville, AR"
28571,"Edinburgh Business School, Heriot-Watt University",MBA in Business,2012,Scotland
28572,University of Maryland,B.A Business Administration,05/04,
28572,University of Maryland,B.A Information Systems,10/10,
28573,Villa Julie College,Bachelor of Science in Business Information Systems,2001,
28574,UNIVERSITY OF BRIDGEPORT,Bachelor of Science,2010,"Bridgeport, CT"
28574,ALBERTUS MAGNUS COLLEGE,Associate of Science in Business Administration,,"New Haven, CT"
28575,Regis University,Master in Business Administration in Business Administration,05/06,
28575,New Mexico State University,Bachelors of Business Administration in Business Computers,12/00,
28576,University of Science and Technology,B. A. in Economics,08/00,August 2000
28577,University of Tampa,"M.S in design, and Risk",08/17,"Tampa, FL"
28578,ITT Technical Institute,A.S. in Computer Networking Systems and Administration,09/08,"Knoxville, TN"
28579,SUNY Geneseo,B.A. in Political Science,,"Rochester, NY"
28579,George Washington University School of Business,Risk Management,,"Washington, DC"
28580,Berkeley College,Associates in Information Technology Processing,,"Waldwick, NJ"
28582,University Of Phoenix,Associates Degree in Information Technology and Security,11/18,"Phoenix, AZ"
28583,Gibbs College,Certification in PC Networking Operations and Support,12/2004,"Cranston, RI"
28584,University of Phoenix,BA in Information Technology,06/06,"Houston, TX"
28585,LeRoy Central High School,,10/01,"Rochester, NY"
28586,Essex Community College,A.A. degree in Business,,"Baltimore, MD"
28587,Colorado Technical University,Doctorate in Computer Science in Information Assurance in DCS-IA,,"Colorado Springs, CO"
28587,Colorado Technical University,Master of Science in Information Systems Security Management,,"Colorado Springs, CO"
28587,Colorado Technical University,Bachelor of Science in Information Systems Management,,"Colorado Springs, CO"
28588,Stratford University,Master in Cyber Security,04/16,"Falls Church, VA"
28588,Madonna University,Bachelors in Electrical Electronics Engineering,10/08,
28590,WESTERN WASHINGTON UNIVERSITY,Master of Science degree in Computer Science,,"Bellingham, WA"
28591,Strayer University-Virginia,Master's in Information Systems,09/15,"Midlothian, VA"
28591,ITT Technical Institute,Bachelors of Science in Information Systems Security,09/12,"Richmond, VA"
28591,ITT Technical Institute,Associate's in Computer Networking Systems,07/10,"Richmond, VA"
28592,"Indiana Wesleyan University - Fort Wayne, IN",Bachelors of Science in Business Administration in Business Administration,,"Fort Wayne, IN"
28593,University of Phoenix-Online Campus,Bachelor's in Information Technology,08/2015,
28593,Tigris University,Associate in Electric and Electronic,,
28594,,,,
28595,Cleveland State Community College,Associate in Networking Systems and technology,09/09,"Cleveland, TN"
28596,New Horizons Computer Training Center,,2010/11,
28596,John McDonough Senior High,High School Diploma,1975/78,"New Orleans, LA"
28597,Oregon State University,BS in Computer Science,09/99,"Corvallis, OR"
28598,ITT Technical Institute-Los Angeles,Associate in Electronics Engineering,,CA
28599,Norfolk State University,Master of Science in Computer Science,05/14,"Norfolk, VA"
28599,Norfolk State University,Bachelor of Science in Computer Science,07/12,"Norfolk, VA"
28600,Western Governors University,Bachelor's of Science in Information Technology,2014/,
28600,Edmonds Community College,Information Technology,2010/,
28601,Bentley College,Bachelor of Sciences in Accounting in Sciences,,"Waltham, MA"
28601,University of Maryland University College,M.Sc. in Cyber Security Technology,,
28602,DePaul University,BA in History,,"Chicago, IL"
28603,The School of Electrical and Computer Engineering of Applied Studies,Computer Engineering,09/09,"Belgrade, RS"
28603,Science and Mathematics Gymnasium,,09/01,Smederevo
28604,Anna University,Bachelor of Engineering in Information Technology,2002/09,Information Technology
28605,Central Washington University,Bachelor of Science in Accounting,09/96,"Ellensburg, WA"
28606,Marist College,Masters of Science in Information Systems in Dual Concentrations in Computer Network Security and Information System Management,12/18,"Poughkeepsie, NY"
28606,Marist College,Bachelor of Arts in Communications in Communications,09/03,"Poughkeepsie, NY"
28607,North Carolina State University,BA in w/Finance,,"Raleigh, NC"
28607,ESI International/George Washington University,Master's Certificate in IT Project Management,,"Washington, DC"
28608,Pittsburgh Technical College,MS in Leadership,09/16,
28608,Duquesne University,BS in Management Information Systems,09/13,
28608,Gannon University,,09/03,
28609,Western Governors University,Master of Science in Information Security and Assurance,01/MS,
28609,Western Governors University,Bachelor of Science in Information Technology,01/BS,
28609,DeVry Institute of Technology,Associate of Science in Electronics Technology,01/AS,
28610,Bob Jones University,B.S. in COMPUTER ENGINEERING,05/17,"Greenville, SC"
28611,Brandman University,Master of Arts in Human Resource Management in Organization Leadership,N/A,"Walnut Creek, CA"
28611,Troy State University,Bachelor of Science in Social Science in International Relations,N/A,"Fort Walton Beach, FL"
28612,Southern Illinois University,BA in Aviation Management,1999,
28613,Sikkim Manipal University,Masters of Science in Information Technology,,
28613,Gandhi Institute of Technology and Management,Diploma in application and management,,"Visakhapatnam, Andhra Pradesh"
28613,"University Affiliation - Visakhapatnam, Andhra Pradesh",Bachelor in Business Management,,
28613,"Gandhi Institute of Technology and Management - Visakhapatnam, Andhra Pradesh",BBS in Information science,,
28613,ACTS Institute,Post Graduate Diploma in Information Technology,,
28614,Kingsborough Community College,A.A.S. in Business Administration,Present,"Brooklyn, NY"
28615,James Madison University,Bachelor of Business Administration in Computer Information Systems/Decision Support Systems,07/1997,"Harrisonburg, VA"
28615,Northern Virginia Community College,Associate in Science in Business Administration,05/1995,"Annandale, VA"
28616,University of Maryland-University College,Master's in Business Administration,01/17,"Adelphi, MD"
28616,UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE,Master of Science in Cybersecurity,2016,"Adelphi, MD"
28616,MONTREAT COLLEGE,Bachelor of Science in Management,2007,"Charlotte, NC"
28617,New River Community College,Associate in Computer Science and Information Technology,09/95,"Dublin, VA"
28618,University of Arizona,B.S. in Business Administration,05/83,"Tucson, AZ"
28619,WESTERN NEW ENGLAND SCHOOL OF LAW,Juris Doctor,,"Springfield, MA"
28619,UNIVERSITY OF HARTFORD,Bachelor of Science in Business Administration in Business Administration,,"Hartford, CT"
28621,Metropolitan State University,MBA in Management Information Systems,2013/00,
28622,Redstone Arsenal Missile Electronics United States Army Technical School,,,
28623,University of Phoenix,Master of Business Administration in Technology Management,05/2005,"Phoenix, AZ"
28623,Mars Hill University,Bachelor of Science in Business Administration,05/1990,"Mars Hill, NC"
28623,Buncombe Technical Community College,Associate,05/1988,"Asheville, NC"
28624,Southern New Hampshire University,MASTERS OF SCIENCE in Cyber- Security Engineering,08/2016,
28624,Southern New Hampshire University,BACHELOR OF ARTS in Business Administration,08/2012,
28625,University of California - Berkeley,Newly Industrialized Countries,01/95,"Berkeley, CA"
28626,Western Governors University,Master of Science in Information Security and Assurance,10/16,
28626,Western Governors University,Bachelor of Science in Information Technology,06/12,
28626,"ITT Technical Institute - Columbia, SC",Associates in Information Technology in Computer Network Systems,03/11,"Columbia, SC"
28627,Southern New Hampshire University,Associates Degree in Information Technology,01/IT,"Goffstown, NH"
28628,Penn Foster,Certification in Veterinary Assistant,2015/01,"Atlanta, GA"
28628,Shorter University,Business Administration,2001/01,"Marietta, GA"
28628,University of Houston,AS Lee College,,
28629,ECKERD COLLEGE,B.A. in American Studies Pre-Law,05/14,"Saint Petersburg, FL"
28630,Milton High School,Diploma,2003/00,"Milton, FL"
28631,Mountain View College,Associate in Arts in Arts and Sciences (Music and Business Administration),01/81,"Dallas, TX"
28631,University of North Texas,Master of Science in Library Science,,"Denton, TX"
28631,Loyola University,Bachelor of Arts in Music History and Literature,,"New Orleans, LA"
28632,Community College of Baltimore County,AAS in Information System Security,09/15,"Baltimore, MD"
28632,Takoradi Technical University,HND in Building Technology,09/06,"Takoradi, Ghana"
28633,Palm Beach State College,A.S in Internet Services/Computer Science,09/05,"West Palm Beach, FL"
28634,Georgetown University,Masters in Technology Management,03/20,"Washington, DC"
28634,Drexel University,Bachelor in Information Technology,03/14,"Philadelphia, PA"
28635,,,,
28636,High school,,,
28637,Boston University,Bachelors in Computer Science,,"Boston, MA"
28638,University of Phoenix-Online Campus,Bachelor's in Information Security Systems,,
28639,University of Pennsylvania,"Master of Science in Engineering in (MSE), Technology Management",09/03,"Philadelphia, PA"
28639,University of Puerto Rico,Bachelor of Business Administration in Computer Information Systems,,"San Juan, PR"
28641,"Syracuse University, School of Information Studies",Bachelor of Science in Information Management and Technology,06/05,"Syracuse - New York, NY"
28642,Harvard University,Harvard Leadership Essentials Certificate in Leadership,2007/00,
28642,"University of Phoenix - San Jose, CA",MBA in Global Management,2006/00,"San Jose, CA"
28642,"Ecole Polytechnique de Montréal - Montréal, QC","Bachelor's in B. Eng., Industrial",1997/00,"Montréal, QC"
28643,Addis Ababa University,Electrical and Computer Engineering,09/2012,Addis Ababa
28644,Columbia Southern University,M.B.A. in Project Management,06/11,"Orange Beach, AL"
28644,Augusta State University,B.B.A. in Management Information Systems,08/08,"Augusta, GA"
28644,Georgia Military College,A.S. in Business Administration,01/07,"Martinez, GA"
28645,Pennsylvania State University,Master in Professional Study,2014,
28645,Strayer University,Bachelor of Science in Computer Information Systems,2009,
28645,"University of California, Berkeley",Associate of Science in Electronics Engineering,2004,"Berkeley, CA"
28645,Tokyo National College of Technology,,1997,
28646,National University of Computer and Emerging Sciences,Bachelor of Engineering in Telecommunication Engineering,,"Islamabad, PK"
28647,New Horizons Computer Training Center,license in computer technology,11/2007,
28648,Regions University,Bachelor of Science in Information Systems Management,03/92,"Montgomery, AL"
28649,Macomb Community College,Associate Degree in IT Networking Specialist in Network Security Professional,07/13,"Warren, MI"
28650,AT&T University,Business Administration,04/17,"Clarkston, GA"
28650,National American University,Business Administration,Unknown,"Rapid City, SD"
28650,University of Central Missouri,Business Administration,Unknown,"Warrensburg, MO"
